Feature_ID,Domain,Phylum,Class,Order,Family,Genus,Species,Confidence
G000829435,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306085,Jeotgalibacillaceae,Jeotgalibacillus,Jeotgalibacillus soli,1.0
G000829755,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,Parachlamydiaceae_A,HS-T3,HS-T3 sp000829755,1.0
G000832305,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Cupriavidus,Cupriavidus basilensis_F,1.0
G000935125,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces natalensis,1.0
G000938265,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Agreia,Agreia bicolorata,1.0
G000938305,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Bradyrhizobium_503403,Bradyrhizobium sp000938305,1.0
G000953655,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia hackeliae,1.0
G000961095,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,Paenibacillaceae_367444,Paenibacillus_O,Paenibacillus_O beijingensis,1.0
G000963705,Bacteria,Pseudomonadota,Alphaproteobacteria,Elsterales,Elsteraceae,Elstera,Elstera litoralis,1.0
G000964085,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Luteibacter,Luteibacter yeojuensis_A,1.0
G000964365,Bacteria,Pseudomonadota,Alphaproteobacteria,Acetobacterales,Acetobacteraceae,Acidisphaera,Acidisphaera rubrifaciens,1.0
G000969445,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Devosiaceae,Devosia_A_502124,Devosia_A_502124 chinhatensis,1.0
G000970675,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,Domibacillaceae,Domibacillus,Domibacillus tundrae,1.0
G000970895,Bacteria,Pseudomonadota,Alphaproteobacteria,Rickettsiales_A,Arcanobacteraceae,Arcanobacter,Arcanobacter lacustris,1.0
G000971055,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Rhizorhabdus,Rhizorhabdus sp000971055,1.0
G000972865,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Pseudoxanthomonas_A_615336,Pseudoxanthomonas_A_615336 suwonensis_B,1.0
G000974665,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,Vitreimonas,Vitreimonas sp000974665,1.0
G000974765,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_B,Sphingomonas_B changbaiensis,1.0
G000987045,Bacteria,Bacillota_B_370539,Moorellia,PH28-bin88,PH28-bin88,PH28-bin88,PH28-bin88 sp000987045,1.0
G000989255,Bacteria,Dependentiae,Babeliae,Babeliales,UBA12411,UBA12411,UBA12411 sp003511165,1.0
G000991285,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,UBA8515,UBA8515 sp000991405,1.0
G000993945,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,RBG-13-46-13,Unassigned,1.0
G000994465,Bacteria,Patescibacteria,Microgenomatia,GWA2-44-7,UBA8517,RBG-13-46-13,Unassigned,1.0
G000994785,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7733,C7867-006,C7867-006 sp001824295,1.0
G000995625,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7733,C7867-006,C7867-006 sp001824295,1.0
G000995905,Bacteria,Patescibacteria,Microgenomatia,Daviesbacterales,UBA10151,UBA10151,UBA10151 sp001776935,1.0
G000996025,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7733,C7867-006,C7867-006 sp000996025,1.0
G000996355,Bacteria,Patescibacteria,ABY1,SG8-24,GWF2-40-263,UBA10014,UBA10014 sp000996355,1.0
G000998435,Bacteria,Patescibacteria,Paceibacteria,UBA11713,UBA11713,Unassigned,Unassigned,1.0
G001004665,Bacteria,Patescibacteria,Paceibacteria,UBA9973,SBAW01,GWA1-54-10,GWA1-54-10 sp001004665,1.0
G001004735,Bacteria,Patescibacteria,Gracilibacteria_12420,Peribacterales,Peribacteraceae,GWB1-54-5,GWB1-54-5 sp002787035,1.0
G001005145,Bacteria,Actinomycetota,Actinomycetes,Jiangellales,Jiangellaceae,Jiangella,Jiangella alkaliphila,1.0
G001006805,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Microvirga,Microvirga massiliensis,1.0
G001010945,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Alteraurantiacibacter_484852,Alteraurantiacibacter luteus,1.0
G001011035,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp001011035,1.0
G001017705,Bacteria,Bacillota_I,Bacilli_A,Mycoplasmatales,Unassigned,Unassigned,Unassigned,1.0
G001021385,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp001021385,1.0
G001023575,Bacteria,Actinomycetota,Acidimicrobiia_401430,IMCC26256,IMCC26256,IMCC26256,IMCC26256 sp001023575,1.0
G001025035,Bacteria,Actinomycetota,Acidimicrobiia_401430,Acidimicrobiales,Microtrichaceae,IMCC26207,IMCC26207 sp001025035,1.0
G001027285,Bacteria,Myxococcota_A_473307,Myxococcia,Myxococcales,Myxococcaceae,Archangium_463709,Archangium gephyra_463667,1.0
G001027745,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Pedobacter_B_887417,Pedobacter_B_887417 sp001027745,1.0
G001029695,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,UBA2112,2011-GWC2-44-17,2011-GWC2-44-17 sp001029695,1.0
G001044245,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium kyogaense,1.0
G001050215,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Anaerolineaceae,Bellilinea,Bellilinea caldifistulae,1.0
G001051235,Bacteria,Pseudomonadota,Gammaproteobacteria,Competibacterales,Competibacteraceae,Competibacter_A,Competibacter_A denitrificans,1.0
G001078275,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_593909,Bordetella_A_593886,Bordetella_A_593886 hinzii,1.0
G001182895,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,Frateuria_B_613054,Frateuria_B defendens,1.0
G001183545,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650612,Cellvibrionaceae,Cellvibrio,Cellvibrio sp001183545,1.0
G001189165,Bacteria,Patescibacteria,Paceibacteria,UBA9973,Zambryskibacteraceae_7760,C7867-005,C7867-005 sp001189165,1.0
G001189295,Bacteria,Myxococcota_A_473307,Polyangia_463783,Polyangiales,Polyangiaceae,Chondromyces,Chondromyces crocatus,1.0
G001192655,Bacteria,Pseudomonadota,Alphaproteobacteria,Caedimonadales,Caedimonadaceae,Caedimonas,Caedimonas varicaedens,1.0
G001261715,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Dysgonomonadaceae,Dysgonomonas,Dysgonomonas sp001261715,1.0
G001263615,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Micrococcaceae,Arthrobacter_E_385499,Arthrobacter_E_385499 sp001549895,1.0
G001275645,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,Paenibacillaceae_367444,Paenibacillus_J_366884,Paenibacillus_J_366884 solani,1.0
G001281465,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Cupriavidus,Unassigned,1.0
G001295935,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sandarakinorhabdus_486791,Sandarakinorhabdus sp001295935,1.0
G001296025,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Erythrobacter_484373,Erythrobacter sp001296025,1.0
G001296055,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium sp900117425,1.0
G001298575,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces sp001298575,1.0
G001302585,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Pseudonocardiaceae,Kibdelosporangium_380134,Kibdelosporangium phytohabitans,1.0
G001303185,Bacteria,Patescibacteria,ABY1,SG8-24,SG8-24,SG8-24,SG8-24 sp001303185,1.0
G001312805,Bacteria,Myxococcota_A_473307,Polyangia_463783,Polyangiales,Polyangiaceae,Byssovorax,Byssovorax cruenta,1.0
G001313025,Bacteria,Actinomycetota,Thermoleophilia,Solirubrobacterales,Solirubrobacteraceae,Unassigned,Unassigned,1.0
G001313045,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Unassigned,1.0
G001315665,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Kineosporiaceae,Kineosporia,Kineosporia rhamnosa,1.0
G001399705,Bacteria,Chloroflexota,Chloroflexia,Chloroflexales,Roseiflexaceae,Kouleothrix,Kouleothrix aurantiaca,1.0
G001402875,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Blastochloris,Blastochloris viridis,1.0
G001412595,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Telluria_573210,Telluria sp001412595,1.0
G001418335,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces aurantiacus,1.0
G001418575,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Peterkaempfera,Peterkaempfera griseoplana,1.0
G001418655,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces phaeochromogenes,1.0
G001421705,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Xylophilus,Xylophilus sp001421705,1.0
G001422215,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium sp001424705,1.0
G001422375,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Methylobacterium,Methylobacterium sp001422375,1.0
G001423045,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Rathayibacter,Rathayibacter caricis,1.0
G001423765,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp001423765,1.0
G001424025,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp001424025,1.0
G001424145,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales_B_877923,Weeksellaceae,Chryseobacterium_A_795113,Chryseobacterium_A_795113 sp001424145,1.0
G001424165,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Telluria_573210,Telluria sp001424165,1.0
G001424685,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Aureimonas_A_501549,Aureimonas_A_501549 sp001424685,1.0
G001424785,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Rhizobacter_590950,Rhizobacter sp001425825,1.0
G001424985,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Pararhizobium_B_499893,Pararhizobium_B_499893 sp001424985,1.0
G001425305,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Phenylobacterium,Phenylobacterium sp001425305,1.0
G001425325,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Leifsonia_A_381696,Leifsonia_A_381696 sp001425325,1.0
G001425405,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp001425405,1.0
G001425575,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Leaf443,Leaf443 sp001425575,1.0
G001425945,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Brevundimonas sp001425945,1.0
G001426195,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp001426195,1.0
G001426225,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Beijerinckiaceae,Bosea,Bosea sp001426225,1.0
G001426435,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Angustibacteraceae,Angustibacter,Angustibacter sp001426435,1.0
G001426485,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp001426485,1.0
G001426545,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp001426545,1.0
G001426665,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Pararhizobium_B_499893,Pararhizobium_B_499893 sp001426665,1.0
G001426755,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Aeromicrobium,Aeromicrobium sp001426755,1.0
G001426945,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Pseudolabrys_502538,Pseudolabrys sp001426945,1.0
G001426965,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Mesorhizobium_I,Mesorhizobium_I sp001427025,1.0
G001427145,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Microbacteriaceae,Microbacterium_A_383321,Microbacterium_A_383321 sp001427145,1.0
G001427225,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_A_615905,Lysobacter_A_615905 sp001427225,1.0
G001427385,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Rhizobiaceae,Pseudaminobacter_498387,Unassigned,1.0
G001427795,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp001427795,1.0
G001427865,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Croceibacterium_484881,Croceibacterium sp001427865,1.0
G001427925,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp001426745,1.0
G001428125,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp001428125,1.0
G001428405,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Rhodanobacteraceae,LMSL01,LMSL01 sp001428405,1.0
G001428645,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Acidovorax_F_589733,Acidovorax_F_589733 sp001428665,1.0
G001428865,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp001428865,1.0
G001428895,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Mycobacterium,Mycobacterium sp001428895,1.0
G001429255,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Cellulomonadaceae,Cellulomonas_A,Cellulomonas_A sp001429255,1.0
G001429315,Bacteria,Pseudomonadota,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,Lysobacter_A_615989,Lysobacter_A_615989 sp001428685,1.0
G001429625,Bacteria,Actinomycetota,Actinomycetes,Propionibacteriales,Nocardioidaceae,Nocardioides_A_392796,Nocardioides_A_392796 sp001429625,1.0
G001429685,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Pedococcus,Pedococcus sp001429605,1.0
G001433395,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_592840,Bordetella_C_592840,Bordetella_C_592840 sp001433395,1.0
G001443445,Bacteria,Desulfobacterota_D,UBA1144,UBA2774,CSP1-2,CSP1-2,CSP1-2 sp001443445,1.0
G001457415,Bacteria,Bacillota_I,Bacilli_A,Paenibacillales,NBRC-103111,Gorillibacterium,Gorillibacterium timonense,1.0
G001464115,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,Rhabdochlamydiaceae,Ga0074140,Ga0074140 sp001464115,1.0
G001464425,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,Vitreimonas,Vitreimonas sp001464425,1.0
G001464995,Bacteria,Actinomycetota,Thermoleophilia,Miltoncostaeales,Miltoncostaeaceae,Miltoncostaea,Miltoncostaea sp001464995,1.0
G001467055,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_A_627799,Legionella_A_627799 adelaidensis,1.0
G001467895,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Tatlockia,Tatlockia nautarum,1.0
G001467975,Bacteria,Pseudomonadota,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella_C,Legionella_C quinlivanii,1.0
G001508275,Bacteria,Actinomycetota,Coriobacteriia,Anaerosomatales,Anaerosomataceae,Anaerosoma,Anaerosoma tenue,1.0
G001518815,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales_A_650611,Pseudomonadaceae,Pseudomonas_B_650453,Pseudomonas_B_650453 oryzihabitans_E,1.0
G001545115,Bacteria,Chlamydiota,Chlamydiia,Chlamydiales_778129,Parachlamydiaceae_B,Protochlamydia_A,Protochlamydia_A phocaeensis,1.0
G001552635,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Spirillospora_393471,Spirillospora hibisca,1.0
G001556185,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Sphingomonas_L_486704,Sphingomonas_L_486704 sp001556185,1.0
G001567085,Bacteria,Chloroflexota,Anaerolineae,Aggregatilineales,Phototrophicaceae,Flexifilum,Flexifilum sp001567085,1.0
G001567105,Bacteria,Chloroflexota,Anaerolineae,Anaerolineales,Villigracilaceae,Villigracilis,Villigracilis sp001567105,1.0
G001567115,Bacteria,Hinthialibacterota,Hinthialibacteria,OLB16,OLB16,OLB16,OLB16 sp001567115,1.0
G001567305,Bacteria,Patescibacteria,Dojkabacteria,B142,OLB20,OLB21,OLB21 sp001567305,1.0
G001570525,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Herbidospora,Herbidospora daliensis,1.0
G001571165,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595421,Herbaspirillum,Herbaspirillum chlorophenolicum,1.0
G001571365,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_593909,Achromobacter,Achromobacter pulmonis,1.0
G001577715,Bacteria,Desulfobacterota_G_459543,Desulfarculia_446701,Adiutricales,Adiutricaceae,Adiutrix,Adiutrix intracellularis,1.0
G001579845,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhizobiales_505101,Xanthobacteraceae,Z2-YC6860,Z2-YC6860 sp001579845,1.0
G001591445,Bacteria,Bacillota_I,Bacilli_A,Bacillales_B_306087,DSM-18226_301387,Neobacillus,Neobacillus drentensis,1.0
G001598555,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae_486827,Novosphingobium,Novosphingobium rosa,1.0
G001598915,Bacteria,Actinomycetota,Actinomycetes,Mycobacteriales,Mycobacteriaceae,Williamsia_B,Williamsia_B muralis,1.0
G001603845,Bacteria,Desulfobacterota_G_459543,Syntrophobacteria,Syntrophobacterales,Syntrophobacteraceae,SbD1,SbD1 sp001603845,1.0
G001610835,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctomyces_A,Planctomyces_A sp001610835,1.0
G001610895,Bacteria,Planctomycetota,Planctomycetia,Isosphaerales,Isosphaeraceae,Paludisphaera,Paludisphaera sp001610895,1.0
G001611795,Bacteria,Actinomycetota,Actinomycetes,Streptomycetales_400645,Streptomycetaceae_400641,Streptomyces_400150,Streptomyces qaidamensis,1.0
G001628595,Bacteria,Actinomycetota,Acidimicrobiia_401430,Acidimicrobiales,MedAcidi-G1,S20-B6,S20-B6 sp002346745,1.0
G001644275,Bacteria,Chloroflexota,Dehalococcoidia,Tepidiformales,Tepidiformaceae,Tepidiforma,Tepidiforma bonchosmolovskayae,1.0
G001644415,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Unassigned,Unassigned,1.0
G001644445,Bacteria,Pseudomonadota,Gammaproteobacteria,DSM-16500,DSM-16500,SCGC-AG-212-F23,SCGC-AG-212-F23 sp001644445,1.0
G001650175,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Ereboglobus,Ereboglobus sp001650175,1.0
G001664505,Bacteria,Acidobacteriota,Polarisedimenticolia,Polarisedimenticolales,Polarisedimenticolaceae,Mor1,Mor1 sp001664505,1.0
G001677435,Bacteria,Pseudomonadota,Gammaproteobacteria,Woeseiales,Woeseiaceae,Woeseia,Woeseia oceani,1.0
G001679665,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,TH1-2,Vitreimonas,Vitreimonas manganica,1.0
G001696485,Bacteria,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Planobispora,Planobispora rosea,1.0
G001705515,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Mucilaginibacter_A,Mucilaginibacter_A sp001705515,1.0
G001707835,Bacteria,Planctomycetota,Planctomycetia,Planctomycetales,Planctomycetaceae,Planctopirus,Unassigned,1.0
G001709315,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales_737866,Enterobacteriaceae_A_680892,Pantoea_680069,Pantoea agglomerans,1.0
G001724025,Bacteria,Acidobacteriota,Vicinamibacteria,Vicinamibacterales,SCN-69-37,SCN-69-37,SCN-69-37 sp001724025,1.0
G001724275,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,SCN-70-22,SCN-70-22 sp001724275,1.0
G001724855,Bacteria,Pseudomonadota,Gammaproteobacteria,Burkholderiales,Burkholderiaceae_A_595425,Zeimonas,Zeimonas sp001724855,1.0
G001746835,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Lacunisphaera,Lacunisphaera limnophila,1.0
G001758225,Bacteria,Actinomycetota,Actinomycetes,Actinomycetales,Dermatophilaceae,Terracoccus,Terracoccus sp001758225,1.0
G001766955,Bacteria,Acidobacteriota,Vicinamibacteria,Fen-336,Fen-336,WYBL01,WYBL01 sp011526565,1.0
G001767855,Bacteria,Pseudomonadota,Alphaproteobacteria,UBA7879,UBA5542,2-01-FULL-41-14,2-01-FULL-41-14 sp001767855,1.0
G001768075,Bacteria,Myxococcota_A_473307,Myxococcia,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter_A,Anaeromyxobacter_A sp001768075,1.0
G001768875,Bacteria,Pseudomonadota,Alphaproteobacteria,Micavibrionales,Micavibrionaceae,UBA1573,UBA1573 sp001767915,1.0
G001769385,Bacteria,Bacteroidota,Bacteroidia,2-12-FULL-35-15,2-12-FULL-35-15,2-12-FULL-35-15,2-12-FULL-35-15 sp001769385,1.0
G001769915,Bacteria,Bdellovibrionota_473306,UBA1018,UBA1018,UBA1018,GWA1-52-35,GWA1-52-35 sp001769805,1.0
G001771245,Bacteria,Methylomirabilota,Methylomirabilia,Methylomirabilales,2-02-FULL-66-22,2-02-FULL-66-22,2-02-FULL-66-22 sp001771285,1.0
G001772335,Bacteria,Margulisbacteria,WOR-1,O2-12-FULL-45-9,XYB2-FULL-48-7,2-01-FULL-53-15,2-01-FULL-53-15 sp001772335,1.0
G001772955,Bacteria,Patescibacteria,WWE3,9FT-COMBO-53-11,9FT-COMBO-53-11,9FT-COMBO-53-11,9FT-COMBO-53-11 sp001772805,1.0
G001773575,Bacteria,Patescibacteria,Paceibacteria,UBA9973,SBAW01,GWA1-54-10,GWA1-54-10 sp001773575,1.0
G001774395,Bacteria,Patescibacteria,UBA1384,2-12-FULL-50-11,2-12-FULL-50-11,2-12-FULL-50-11,2-12-FULL-50-11 sp001774395,1.0
G001774975,Bacteria,Patescibacteria,Microgenomatia,Curtissbacterales,GWA2-41-24,WO2-42-50,WO2-42-50 sp001776545,1.0
G001780165,Bacteria,Eisenbacteria,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46,RBG-16-71-46 sp001780165,1.0
G001780565,Bacteria,Patescibacteria,Paceibacteria,UBA11713,2-01-FULL-45-33,2-01-FULL-45-33,2-01-FULL-45-33 sp001778875,1.0
G001781625,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA2103,C7867-001,C7867-001 sp001781625,1.0
G001782445,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,2-01-FULL-37-20,2-01-FULL-37-20 sp001784115,1.0
G001782565,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,UBA12049,UBA12049 sp001784155,1.0
G001782905,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,UBA922,Unassigned,Unassigned,1.0
G001783215,Bacteria,Patescibacteria,ABY1,Magasanikbacterales,GWA2-37-8,XYD2-FULL-39-9,XYD2-FULL-39-9 sp001783215,1.0
G001783525,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA918,OLB19,OLB19 sp001783525,1.0
G001783995,Bacteria,Patescibacteria,Microgenomatia,Levybacterales,UBA12049,2-02-FULL-37-13,2-02-FULL-37-13 sp001782195,1.0
G001786995,Bacteria,Patescibacteria,Paceibacteria,UBA9973,UBA9973,2-01-FULL-33-17,2-01-FULL-33-17 sp001786995,1.0
G001787475,Bacteria,Patescibacteria,Gracilibacteria_12420,UBA1369,2-02-FULL-48-14,2-02-FULL-48-14,2-02-FULL-48-14 sp001787475,1.0
G001787635,Bacteria,Patescibacteria,Gracilibacteria_12420,Peribacterales,Peribacteraceae,2-02-FULL-51-10,2-02-FULL-51-10 sp001788965,1.0
G001787805,Bacteria,Patescibacteria,Gracilibacteria_12420,Peribacterales,Peribacteraceae,UBA9631,UBA9631 sp003483925,1.0
G001788395,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,UBA12499,UBA12499 sp001788395,1.0
G001788475,Bacteria,Methylomirabilota,Methylomirabilia,Rokubacteriales,CSP1-6,GWA2-73-35,GWA2-73-35 sp001788495,1.0
G001788925,Bacteria,Patescibacteria,Gracilibacteria_12420,Peribacterales,Peribacteraceae,2-12-FULL-55-11,2-12-FULL-55-11 sp001788925,1.0
